Id,SalePrice
1461,117626.76218409953
1462,153079.35472469218
1463,170078.46153678722
1464,201203.4686606587
1465,194457.24489643797
1466,182572.31840004306
1467,204271.38186973426
1468,171910.47765555512
1469,202625.3524721139
1470,113959.51383543783
1471,198756.32116643502
1472,114273.79516872414
1473,88485.04889253224
1474,150865.27865467337
1475,110213.09428931377
1476,314721.6256179705
1477,248055.41872832086
1478,292366.0211591013
1479,271524.6833885426
1480,393684.80984292156
1481,288989.7171221797
1482,213635.94333419716
1483,176225.33693747246
1484,175907.1813754614
1485,198829.26934974873
1486,206292.8115034611
1487,282800.55636836495
1488,259037.97652148711
1489,180687.100123815
1490,225925.23236097745
1491,210450.91289331135
1492,88033.12221640185
1493,225710.2720209884
1494,289783.0734862711
1495,271392.4367653595
1496,214375.22476938902
1497,158121.35511523928
1498,151981.26466439478
1499,158849.78695024457
1500,148473.31397142378
1501,190817.49324138695
1502,142016.59637020668
1503,269518.84601545613
1504,243910.51065928512
1505,222845.13669309882
1506,200496.02010184317
1507,238369.9074523705
1508,206566.58227120643
1509,151136.0881688404
1510,144288.9097022505
1511,143365.22301996942
1512,188474.0297372532
1513,165245.8734812541
1514,159527.32447208604
1515,207569.5568547307
1516,174389.87862960086
1517,170596.40435054433
1518,122853.36700561875
1519,241561.63893417106
1520,119444.61252829805
1521,112451.74534345791
1522,199031.04786112718
1523,74007.3850459801
1524,108776.37805157946
1525,99855.95853847754
1526,82921.58962654439
1527,94152.18184560025
1528,151568.57479560282
1529,128762.97823890252
1530,248005.2714845203
1531,143996.76372176595
1532,119285.88374820747
1533,155549.6471569622
1534,123757.42117908993
1535,145874.34611818986
1536,100267.57000231813
1537,32649.323682743823
1538,187517.04374657362
1539,217825.990384829
1540,110303.2765585205
1541,148650.8967022025
1542,127875.5649124654
1543,183315.53798341774
1544,75562.05759235634
1545,127694.42526772292
1546,143272.95557878725
1547,141810.7362819186
1548,134674.8547307828
1549,125272.21138733602
1550,126017.17647056421
1551,126487.85304696951
1552,135813.91730327858
1553,168423.23235388263
1554,127207.70027328772
1555,162740.47437462187
1556,76443.51791475737
1557,89452.8888110707
1558,89144.27782163955
1559,66444.37969711889
1560,128037.8715141248
1561,122824.11942784069
1562,114893.53510047193
1563,110212.92879815982
1564,144555.83904077485
1565,140775.5096257478
1566,242360.458876814
1567,63742.642666079104
1568,222088.2583215793
1569,100153.46129164449
1570,141185.11400453188
1571,110996.50579455169
1572,133076.5647115633
1573,237063.19462389708
1574,116274.88825942273
1575,236792.98530336353
1576,268260.7850475069
1577,196526.94600295438
1578,147808.76311118645
1579,128573.17707889201
1580,206611.69815284736
1581,142757.49230280076
1582,122220.02627384895
1583,303359.5266595322
1584,228325.95252464362
1585,152211.88707490545
1586,48659.85892857332
1587,97106.27054078598
1588,141708.5697806254
1589,101964.62566551007
1590,126791.45748707512
1591,74866.74154091976
1592,123092.40132305562
1593,143300.1910853081
1594,126934.23912235675
1595,113517.65629986464
1596,208023.66009308933
1597,171334.5807660527
1598,199119.1653144688
1599,193938.66159761767
1600,185757.00800271588
1601,23184.41882035858
1602,116750.24600543967
1603,61480.225348404376
1604,252117.41995580308
1605,261812.65944776055
1606,187201.01119690225
1607,170558.97887328756
1608,227913.25349321542
1609,194831.50697031175
1610,153369.760369187
1611,158697.1752796846
1612,164433.36259317282
1613,175859.97142284526
1614,129898.22791054356
1615,75755.6300271647
1616,50008.29656198737
1617,57293.85426232545
1618,104405.87733529275
1619,159280.29810456955
1620,175416.0607595183
1621,129625.09739287826
1622,131804.84667693824
1623,265517.7053777776
1624,208543.0983875764
1625,112957.85259368527
1626,195128.60355034773
1627,193429.83488109126
1628,275557.80938820797
1629,192388.34594306792
1630,299380.8250130373
1631,209959.90003178688
1632,223718.8509127933
1633,192299.708021248
1634,190502.92336885794
1635,184908.71963515808
1636,163855.16826369124
1637,195621.53004538198
1638,220757.67677539075
1639,204526.31493138522
1640,258611.97694733134
1641,195501.15564613347
1642,219356.47946625086
1643,224044.3299206656
1644,230667.8846623823
1645,240516.0658860628
1646,180903.8580328133
1647,173165.67682653526
1648,134332.28756051254
1649,130125.90913685132
1650,112893.04217539472
1651,112126.99884299398
1652,114379.49764262047
1653,117100.46204414708
1654,151566.50201530382
1655,155863.45642502443
1656,140419.76175837638
1657,160018.52748857206
1658,145684.9457542973
1659,133257.3122694951
1660,149586.1393839158
1661,372074.40276829316
1662,315417.32838025736
1663,320654.5993396072
1664,409109.91710687336
1665,290936.87683307286
1666,292363.20342846843
1667,302727.7169189339
1668,307817.5618282084
1669,290926.994624028
1670,307473.81920259586
1671,261721.98932604352
1672,372710.2035981219
1673,289570.6874326307
1674,258812.44669196242
1675,188068.40315280505
1676,194946.30925675412
1677,215998.24497232563
1678,389455.2630969351
1679,319310.0379683729
1680,275909.9329499514
1681,247384.31142670126
1682,291885.34843907575
1683,194307.50832392043
1684,203240.5994600791
1685,177152.42840874754
1686,175546.3254357418
1687,179241.5707836938
1688,207304.63606659765
1689,208192.91745672468
1690,213250.13978265878
1691,203277.01184614282
1692,256697.61633586837
1693,180044.68469748134
1694,188787.97426316282
1695,182891.35269867
1696,271383.4405402581
1697,187418.47077672626
1698,318598.3456749155
1699,305942.81455429643
1700,248016.48162705032
1701,270744.9233613559
1702,257024.6095170111
1703,261999.95160017814
1704,277511.357426038
1705,240009.4147086311
1706,359939.8216810806
1707,192017.0987162597
1708,206817.11655085906
1709,274324.3403602259
1710,231022.65780559788
1711,270286.63406281127
1712,253161.25456182263
1713,265254.18733528117
1714,217983.20945310616
1715,198463.06700589997
1716,183214.32533625327
1717,188120.75871459325
1718,138357.03307066462
1719,213263.1927000943
1720,252326.68762916583
1721,182306.6476958359
1722,128833.63651774754
1723,160246.1371332393
1724,225530.88755846675
1725,227886.57768634963
1726,184105.35970516736
1727,150653.98264696496
1728,193000.58149045263
1729,169589.5799585248
1730,166456.071977922
1731,117023.97389434185
1732,120667.57814592146
1733,104090.81468776893
1734,109031.75495025422
1735,125232.6521652923
1736,107353.38851681747
1737,319610.7235114223
1738,252908.54104831629
1739,259706.4135429659
1740,194096.79678069428
1741,183407.62068652245
1742,165574.40962107992
1743,176155.56591737247
1744,292290.96386706736
1745,219871.33369206917
1746,209056.1619523971
1747,226245.2064612317
1748,222459.3224685397
1749,168457.73778297892
1750,138934.4776244869
1751,251773.42072662665
1752,111135.99159919051
1753,152833.57796838274
1754,233225.59272496193
1755,173712.52361350367
1756,121214.1173424793
1757,94721.49851545645
1758,150832.9902993394
1759,178707.56003200938
1760,176758.09864007332
1761,164245.66568968282
1762,167796.1557906007
1763,168271.99636092992
1764,106232.15293162921
1765,188219.6085439201
1766,207835.95635276334
1767,250379.92203579727
1768,139461.83834952023
1769,182451.6819665332
1770,159901.9767409067
1771,113654.94731884147
1772,128019.48800595384
1773,110992.48752620025
1774,144017.64265918266
1775,138716.78387561138
1776,133688.91519277706
1777,93228.15047007473
1778,134360.93747376348
1779,121526.8986164038
1780,188626.2447462601
1781,111357.67540807836
1782,45433.5514469035
1783,147243.01948986785
1784,90922.82777528698
1785,101667.64936976018
1786,156286.19470711448
1787,161300.7530305828
1788,28190.896638042526
1789,96717.92777817114
1790,33939.6153429416
1791,210375.90105690272
1792,167442.35059002088
1793,154775.3257269906
1794,177992.99973257352
1795,122781.99054428935
1796,127557.61584292771
1797,135009.59016158106
1798,101599.50955348951
1799,99473.13881727308
1800,98967.92421728373
1801,97722.57652404415
1802,155947.5418636133
1803,166013.48015976092
1804,130790.72598782158
1805,141044.90004500258
1806,133108.95852433797
1807,174031.46664406895
1808,119895.95992706553
1809,131487.35123568564
1810,143836.7111740557
1811,67455.91673160484
1812,102671.35658448818
1813,109981.00646674866
1814,83395.81237920374
1815,11479.621334608877
1816,92327.65213511768
1817,96827.7213876557
1818,148551.11158078024
1819,119664.16229321854
1820,52472.77293293225
1821,114731.38015962811
1822,163807.18342612404
1823,27412.65121389483
1824,131112.55637302878
1825,134118.61718534422
1826,93476.76266048779
1827,96019.36047342909
1828,127587.34320745501
1829,168129.12783995317
1830,161388.345128329
1831,178601.73999677668
1832,106945.4650615307
1833,148748.1129041945
1834,125623.20512223663
1835,132196.95384088997
1836,112053.06798255746
1837,101714.57143364195
1838,119871.02813827479
1839,87673.44626942556
1840,161426.19994507893
1841,125781.44639603794
1842,78297.04588798527
1843,121973.48682745267
1844,132421.42217014264
1845,136724.79148977762
1846,157221.4126456331
1847,158226.0164851651
1848,15883.424390449421
1849,119077.94704010896
1850,111134.19541054661
1851,136962.15166621818
1852,120707.02882875968
1853,118751.01075053541
1854,180662.5545805432
1855,153237.76145648467
1856,241093.44597633742
1857,132347.96576889837
1858,121105.17255666107
1859,114971.11069640983
1860,150313.59422481945
1861,114234.1210797038
1862,285421.4704605632
1863,283704.732375456
1864,283719.41512452625
1865,315225.4147353114
1866,309847.3066837406
1867,241843.99987707334
1868,280185.1756158448
1869,221969.75169643736
1870,249554.61619068403
1871,251165.30346544948
1872,175585.2612131189
1873,225712.77759620547
1874,136296.7380950104
1875,199292.84828245407
1876,206387.21522144275
1877,216758.449547556
1878,216296.75066004903
1879,104137.28799970914
1880,144010.98639348405
1881,242709.94237416587
1882,246422.2230547825
1883,186237.9177778114
1884,203642.92690804857
1885,249705.926142541
1886,267991.93197010015
1887,232491.59106388665
1888,286869.79709965154
1889,169813.30495692347
1890,110116.70870665647
1891,138059.97111323406
1892,68254.46343111224
1893,126196.95258289785
1894,112689.41391267115
1895,147308.8223127313
1896,112502.70484560216
1897,109141.08771665883
